path	extension	pdb_md5	local_md5	status
sdnet/sdnetprofile_local.h	.h	5F11EA30DFCDD6AAD94380FF9F9FCCDF		missing
sdnet/sdnetsession.cpp	.cpp	633DF0BF2A641194C04A1C68C7200602		missing
sdnet/sdnetsession.h	.h	8A1041B97F320DB9D4CB2643730A0477	8A1041B97F320DB9D4CB2643730A0477	exact
sdnet/sdnetsession_local.h	.h	036602587933531A32CEBBEBE06C0007		missing
sdnet/sdnetsessionmanager.cpp	.cpp	05C1388C07C5F0E550B712E3559D7E8E		missing
sdnet/sdnetsessionmanager.h	.h	31294D1CEC7E01AC255D7BFC818743D9	31294D1CEC7E01AC255D7BFC818743D9	exact
sdnet/sdnetsessionmanager_local.h	.h	4CA2EA4BD45D6ED6B241CBF52BB9F044		missing
sdnet/sdnetstatsmanager.cpp	.cpp	4C443FA308AC384EB8248CE10818F6BE		missing
sdnet/sdnettask.h	.h	A723B0C36EB565B33BA933F213E2EEAC	A723B0C36EB565B33BA933F213E2EEAC	exact
sdnet/sdnettask_local.cpp	.cpp	60CE0710D2744DDCC2DAA88B07AD4AB1		missing
sdnet/sdnettask_local.h	.h	4D728B3F647471722A9C1E85D893AF9F		missing
sdnet/sdnetteammanager.cpp	.cpp	CF138C7621F491E4E6C54E40FE373DC0		missing
sdnet/sdnetteammember.h	.h	CE23A27EE74211A5B6CE98A0BFB97850	FEE186A0CED931B45D317EFE38720959	different
sdnet/sdnetuser.cpp	.cpp	4EC7FB7C5AF0844E9FC960D5C9A41CED		missing
sdnet/sdnetuser.h	.h	F5CD22A60DE60129C827817E46540725	F5CD22A60DE60129C827817E46540725	exact
sdnet/sdnetuser_local.h	.h	7DF78724E7DC4C307140B2060A58F4BA		missing
sound/audiohardware.h	.h	D53CE0601C655953A4451F179A93A19B		missing
sound/audiohardware_software.cpp	.cpp	E11D6773985BA260F71C4A794BECC546		missing
sound/audiohardware_software.h	.h	9D867CB5E15E35785EF953501E2C979A		missing
sound/audiosample.cpp	.cpp	DF4FF81AC55528BB523E537AC9EBD91D		missing
sound/audiosample.h	.h	902871F3641E458BD1E22CB6FD6BC114		missing
sound/binkfile.cpp	.cpp	250A86F96772961AF3BAD34B5E10A056		missing
sound/binkfile.h	.h	2B995E0C88564E2F7FFEC0F9704ABBAF		missing
sound/sampledecoder.cpp	.cpp	AA0B3CEF43F39DB1E69B381E67B54E52		missing
sound/sampledecoder.h	.h	838CDC529464217654EDA3329FB76436		missing
sound/sound_local.h	.h	625792DC01C20EF461E4071C13EF4EFC		missing
sound/soundcache.cpp	.cpp	67F038C5857E1E532568FBCE63EDD16C		missing
sound/soundcache.h	.h	FD6D35D4E6BE22EA67B22547F2CBA71A		missing
sound/soundemitter.cpp	.cpp	49121736A9B7D24EA8A34BB42B4DAE96		missing
sound/soundemitter.h	.h	C771FE468AEB87370F6E26B8940CA326	C771FE468AEB87370F6E26B8940CA326	exact
sound/soundemitter_local.h	.h	1ECA10A4F3B9A699C80C7C8761903140		missing
sound/soundsample.cpp	.cpp	70E751E95250C07D407207AC9F8078A2		missing
sound/soundsample.h	.h	2A06B8632220E5B40D754976A5EA8192		missing
sound/soundshader.cpp	.cpp	9AF3BD4A0E7F87B0800121A139195676		missing
sound/soundshader.h	.h	D6924FE0B5AF06B000D285BD67DAD311	D6924FE0B5AF06B000D285BD67DAD311	exact
sound/soundsystem.cpp	.cpp	1EDD07736706DE2A1D814C878F694AC8		missing
sound/soundsystem.h	.h	FB5C76317C14D5E484AA3905BED4414F	FB5C76317C14D5E484AA3905BED4414F	exact
sound/soundsystem_local.h	.h	6A62D1737CE4E4A859ABA9D34A09CDD4		missing
sound/soundworld.cpp	.cpp	0F3AFF1756FA469A0F0BB6E68BB3E6A7		missing
sound/soundworld.h	.h	F2ED1B3A2730456A765360BC03340A73	F2ED1B3A2730456A765360BC03340A73	exact
sound/soundworld_local.h	.h	C3A3DBDF109401811FA773C1F89BE3A2		missing
sound/theorafile.cpp	.cpp	8685807FCCE474BCA51B1B0F86EE1418		missing
sound/theorafile.h	.h	DDA1EE75CBD994A3A91DA25142885D6B		missing
sound/voipspeex.cpp	.cpp	05EA0BB8FC2CCDFA6EDA4745CEFA58A0		missing
sound/voipspeex.h	.h	06BA6D45C2BEB0031EEC9622987E57C0		missing
sound/wavefile.cpp	.cpp	F1F5F6E1AD6531EBC14AC2D9866CB052		missing
sound/wavefile.h	.h	20FB73AFE717BE6BFF33010DD37450C1		missing
sys/gss/gsscodes.cpp	.cpp	83E2EA7535ECAFB2F5860751018604A9		missing
sys/keynum.h	.h	E7F618B0A713B20FEB90F5372E23E61A	E7F618B0A713B20FEB90F5372E23E61A	exact
sys/sys_input.cpp	.cpp	042B21D5FA1EEAC8A4651B1677576BB7	10DAF4F6071BE06FA0F6D03AE3FB430D	different
sys/sys_input.h	.h	3DF63F86B34808022E8B4F8B025825E9	CDB531DA34279BE771EFEA91D2002CE1	different
sys/sys_local.cpp	.cpp	820172E973148C4A3B5A4B91336BD78F	F66F2E21B5F35522543DFF0C5FCD1057	different
sys/sys_local.h	.h	30D4D19444A8EC83F649AB247F7ED719	30D4D19444A8EC83F649AB247F7ED719	exact
sys/sys_net.h	.h	E1E65C37DC87A6FE79CF357576047089		missing
sys/sys_public.h	.h	12D77806AABBB932EA87FD600A7428C2	509F6C2820304ACC73E70ADCF5D83862	different
sys/sys_render.h	.h	60DF41D6E15283ACC483B3846694B638	87009F6CA0A4FBC67E1056F8D5BB2447	different
sys/win32/dbghelp.h	.h	B5D26490885A33A9B44E912A8DCA58D0		missing
sys/win32/dongle/blowfish.cpp	.cpp	265BF391B3CEDEF33C5B6D4887AF260C		missing
sys/win32/dongle/blowfish.h	.h	928D31E02794D6BE0BC77BE37C7AA4C4		missing
sys/win32/dongle/dongle.cpp	.cpp	E848647A6CCEEC62AECD33067149A1F7		missing
sys/win32/dongle/dongle.h	.h	342349201B78D88F83BFB16FADCC0E1E		missing
sys/win32/dongle/encryptedfileio.cpp	.cpp	98B9188AC939EC33630351B8B369362C		missing
sys/win32/dongle/encryptedfileio.h	.h	4943729AD09D5D68AE26544C988964A7		missing
sys/win32/dongle/spromeps.h	.h	DC485E4B149396FE24BF66910A3223B8		missing
sys/win32/gl_logfuncs.cpp	.cpp	3C1F7E17F74DCAC17CA69E6E717766C4	368B7EC64BF4DCEA8DF8D6ECF40602A8	different
sys/win32/input/win_dinput.cpp	.cpp	788E337AD8D50108A205156734ABB769	B396F33E16C2361842903B03D87A5C38	different
sys/win32/input/win_dinput.h	.h	9F3CAA2FF90B5B2EDAA3CAA9EC93FA3B	78E2F4D60090A23BB0402107796548E8	different
sys/win32/input/win_ime.cpp	.cpp	F642F9BF92669EDC807991AB7257162D		missing
sys/win32/input/win_ime.h	.h	83FA276FFAF852E420AE6BD131167725		missing
sys/win32/input/win_input.cpp	.cpp	6218BCC5462D19DC8294DD5ACD452454	DA3A40EEB7BA80E80E42FF8F8515BA01	different
sys/win32/input/win_input_keyboard.cpp	.cpp	73DE2ED81476EBEF62E9F900D83AAF70	08FE7274B9A664113B8876D3423AB410	different
sys/win32/input/win_input_mouse.cpp	.cpp	32EDF46FCC06EA794766189EB35440F0	D9C0B408A925DD5D27285B4E69630F58	different
sys/win32/input/win_input_mouse.h	.h	20BA91A904BA95BB04417A20651D5A9C	917CBE28E22A6566CEC16FDEE86E64EA	different
sys/win32/input/win_xinput.cpp	.cpp	761B4EDE656E426EA3DCF08BBD946429	9D3553A3C3206C1ACFE6E323F5E91140	different
sys/win32/input/win_xinput.h	.h	2AE95F6B207F8B5E5802B60067CBB058	116C589442D7B86ABB9CA6DAD26C4833	different
sys/win32/rc/createresourceids.cpp	.cpp	6A9EFD178DB7886A07419B3BE67F41DF	257C6878D278412C73BF7442356CF2C1	different
sys/win32/rc/createresourceids.h	.h	35E5CC2755BB8A7200C7DC505599D042	C1BD3653A5A21BF88E33A0FEE9F13F8A	different
sys/win32/rc/resource.h	.h	7C94EF5C9A60C9962DEE43C9C655CBBD		missing
sys/win32/render/win_opengl.cpp	.cpp	9C747DE7BEAB79E1830352D6DCC7F9FB	B1E5A26A9DD7510EE4ECE9C8260B0163	different
sys/win32/render/win_opengl.h	.h	E4B328565ED8A68A18AFCAA3B4715CCF	A2654CF4463494C8727B138FC80E1DB0	different
sys/win32/splashscreen.cpp	.cpp	C4F1E7BC50FFFE905DE80772B32D2A3A		missing
sys/win32/splashscreen.h	.h	B093018334375C98F05ECED4BA9E160F		missing
sys/win32/stacktracer.cpp	.cpp	1FCFEDC080BE214E8BB406C8C8B7EA12	F5862CC828A2CD2EE134751B54DA193A	different
sys/win32/stacktracer.h	.h	39A30201AEF282F2D6AEC978AFBC8F63	23DF9CD65A3C6582C8B6052026722EC6	different
sys/win32/win_asyncthread.cpp	.cpp	953FD468B2BA3E8A32174A94A2A705E7	640289A896EBE8285C902053F680FF48	different
sys/win32/win_asyncthread.h	.h	F7E7EEBB78BC3876F3FD981390A20174	48D18E88C8D30B0089ADBCDDD216BA03	different
sys/win32/win_cpu.cpp	.cpp	D06A638F1FDDA61305F49BDBBE9ACC78	394A898EDD093A60212BCF0606442659	different
sys/win32/win_exception.cpp	.cpp	A3322B12CA0E57A1957ED4CE40256B8C		missing
sys/win32/win_exception.h	.h	CD92EEDEB4232AC39F9B9F58CF6D6E24		missing
sys/win32/win_local.h	.h	E9B574B00ED0AF9CB4040CB4F811A766	6515D4335A15F1BD36D10D2E74AE3765	different
sys/win32/win_logitechlcd.cpp	.cpp	7F379739DE8DA14C2DD070ED1A7B9224		missing
sys/win32/win_main.cpp	.cpp	B14690ECEF0759428DA9DDADF700A802	0F08CE35936CA526DC5B5929DBFC79AB	different
sys/win32/win_net.cpp	.cpp	3FF7053D1A4AACE3216B5A5F9926F163	2F9526DFC4151C80253BDAB536ACFE38	different
sys/win32/win_perfquery.cpp	.cpp	52A847705976E2B21F171D71085F0E61	5C06046EBFE54ACB69998E6A0D077981	different
sys/win32/win_qgl.cpp	.cpp	E1C7DA203C2AC646B88A236D42FA4C14	9AE082C1A7FD2DE24A768BDA3FD2233A	different
sys/win32/win_shared.cpp	.cpp	61099B0DB9B9A6C67A73D26CA834E49B	8DCBD6748C4EEC283CEEC522E9150F93	different
sys/win32/win_sound_dsound.cpp	.cpp	A86131FF22EE341018E620FB1A01618D		missing
sys/win32/win_sound_dsound.h	.h	4D02842BFE9E5586F2AB28F0717F2C45		missing
sys/win32/win_stack.cpp	.cpp	EC276E2E3031606DA60089B8FED3418B	4E241734AEC53668CD7018983B240BE7	different
sys/win32/win_syscon.cpp	.cpp	02758A9E3A6459B56747F9CC98597DD5	F7124626F4F9794510C78B19FC9F8DAA	different
sys/win32/win_taskkeyhook.cpp	.cpp	61B16A8CD6871D2DF3AFF3D90C9F0F67	8BFF0186327441097010B51AA97A6AFC	different
sys/win32/win_wndproc.cpp	.cpp	E54508260937B4C4BCF221EB905A9422	83DFB5CA1EF4AD1229C69C5728D3F6F5	different
tools/compilers/compiler_public.h	.h	E6CBD15FC8F2E54B3C9E43C1061F818D		missing
tools/compilers/heighttonormal/heightmapdata.cpp	.cpp	67AA2BC120E2C77B597093FDE966A14C		missing
tools/compilers/heighttonormal/heighttonormal.cpp	.cpp	B49A3F394A717524155A82F504EBF265		missing
tools/compilers/heighttonormal/heighttonormal.h	.h	8D96E96DB2AA97D2D025806032D528E9		missing
tools/compilers/imposter/makeimposter.cpp	.cpp	E9000D85174FE857BEC7CC7C4A47CD13		missing
tools/compilers/renderbump/renderbump.cpp	.cpp	CDD93BE35C281EBC04CF1FF21EBCB20A		missing
tools/compilers/renderlight/renderlight.cpp	.cpp	58D19E5D8536C90F3AAA30A98C41347A		missing
tools/compilers/renderlight/renderlight.h	.h	602227537D9F1E10964EBEC430950B4C		missing
tools/compilers/renderlight/renderlighttemplate.cpp	.cpp	AAE10DDA534FE83D0348D61AE64E27CC		missing
tools/compilers/renderlight/renderlightworker.cpp	.cpp	1E2072FF19CB0D898D393523C577D829		missing
tools/gametool.cpp	.cpp	45600EFEC1D97A76BD95F102A1BB8F56		missing
tools/gametool.h	.h	ED4E8781BB695759225E06828AAB37AB		missing
